CaseMasterID,CASEChargesheetID,Fir_id,Unit_id,Dispose_Date
2438835,859526,FIR99888,UNIT003,13-09-2021
2438878,943749,FIR99893,UNIT003,22-03-2021
2438882,774009,FIR99894,UNIT003,27-04-2021
2438905,937287,FIR99896,UNIT003,27-04-2021
2438954,772019,FIR99901,UNIT003,11-03-2022
2438972,937789,FIR99904,UNIT003,11-03-2022
2438996,933819,FIR99906,UNIT003,13-09-2021
2439005,858094,FIR99908,UNIT003,11-03-2022
2439008,939183,FIR99909,UNIT003,22-03-2021
2439017,773737,FIR99911,UNIT003,22-03-2021
2439029,844960,FIR99912,UNIT003,13-09-2021
2439102,901723,FIR99931,UNIT003,11-03-2022
2439139,925240,FIR99946,UNIT003,16-08-2021
2439149,980513,FIR99949,UNIT003,26-08-2021
2439154,768345,FIR99951,UNIT003,26-08-2021
2439214,821947,FIR99975,UNIT003,27-04-2021
2439264,823312,FIR99999,UNIT003,27-04-2021
2439269,842687,FIR100002,UNIT003,22-03-2021
2439274,850449,FIR100005,UNIT003,07-06-2021
2439299,830442,FIR100015,UNIT003,11-03-2022
2439304,904912,FIR100019,UNIT003,09-11-2021
2439314,995384,FIR100024,UNIT003,27-04-2021
2440520,631873,FIR100166,UNIT003,NULL
2442622,1050894,FIR100182,UNIT003,11-03-2022
2784962,1031394,FIR100225,UNIT003,12-12-2022
2787688,591732,FIR100301,UNIT003,NULL
2788558,553517,FIR100309,UNIT003,12-12-2022
2791278,369728,FIR100378,UNIT003,25-07-2022
2792906,760824,FIR100429,UNIT003,NULL
2793299,664651,FIR100455,UNIT003,12-09-2022
2793493,663469,FIR100457,UNIT003,12-12-2022
2795672,559874,FIR100490,UNIT003,NULL
2797470,994305,FIR100515,UNIT003,12-12-2022
2799608,583089,FIR100583,UNIT003,NULL
2443388,1191316,FIR101677,UNIT003,NULL
2443465,1041083,FIR101682,UNIT003,11-03-2022
2443477,1118828,FIR101685,UNIT003,27-04-2021
2443897,917846,FIR101693,UNIT003,22-03-2021
2443932,861849,FIR101696,UNIT003,22-03-2021
2444135,848460,FIR101705,UNIT003,19-10-2020
2444233,890775,FIR101708,UNIT003,27-04-2021
2444557,853147,FIR101729,UNIT003,04-03-2022
2444601,842474,FIR101736,UNIT003,22-03-2021
2444835,980560,FIR101788,UNIT003,11-03-2022
2444857,976952,FIR101796,UNIT003,13-09-2021
2444872,770228,FIR101804,UNIT003,27-04-2021
2444917,849742,FIR101817,UNIT003,NULL
2444947,812442,FIR101832,UNIT003,11-03-2022
2445042,926790,FIR101879,UNIT003,11-03-2022
2445047,808536,FIR101882,UNIT003,11-03-2022
2445062,563467,FIR101892,UNIT003,NULL
2638990,916796,FIR105227,UNIT003,NULL
2639248,951351,FIR105233,UNIT003,NULL
2639338,948921,FIR105262,UNIT003,NULL
2640319,826246,FIR105322,UNIT003,NULL
2640960,1572068,FIR105368,UNIT003,25-07-2022
2641040,1569284,FIR106662,UNIT003,NULL
2641333,1660373,FIR106693,UNIT003,NULL
2641361,1569651,FIR106722,UNIT003,NULL
2641585,1637550,FIR106734,UNIT003,NULL
2641590,1685878,FIR106735,UNIT003,NULL
2641624,1574828,FIR106737,UNIT003,NULL
2641643,1644372,FIR106739,UNIT003,NULL
2641729,1573290,FIR106745,UNIT003,NULL
2641987,1679144,FIR106789,UNIT003,NULL
2642032,1734359,FIR106793,UNIT003,NULL
2642162,1521415,FIR106818,UNIT003,NULL
2642199,1527657,FIR106823,UNIT003,NULL
2642270,1674715,FIR106844,UNIT003,NULL
2642310,1570443,FIR106847,UNIT003,NULL
2642340,1626170,FIR106851,UNIT003,NULL
2642349,1665069,FIR106863,UNIT003,NULL
2642362,1731691,FIR106866,UNIT003,NULL
2642465,1623090,FIR106886,UNIT003,NULL
2642480,1533300,FIR106890,UNIT003,NULL
2642490,1507979,FIR106892,UNIT003,NULL
2642525,1624071,FIR106911,UNIT003,NULL
2642558,1682443,FIR106915,UNIT003,NULL
2642584,1527107,FIR106917,UNIT003,NULL
2642612,1539672,FIR106921,UNIT003,NULL
2642635,1676529,FIR106936,UNIT003,NULL
2642745,1624075,FIR108333,UNIT003,NULL
2642785,1674698,FIR108344,UNIT003,NULL
2645108,1026911,FIR108449,UNIT003,NULL
2645403,1171938,FIR108455,UNIT003,NULL
2645750,1113428,FIR108476,UNIT003,NULL
2646521,803273,FIR108510,UNIT003,NULL
2646798,916795,FIR108515,UNIT003,NULL
3150445,1906776,FIR109057,UNIT003,NULL
3151528,1360638,FIR109101,UNIT003,NULL
3151784,1357112,FIR109104,UNIT003,NULL
3151847,1442328,FIR109105,UNIT003,NULL
3153031,987620,FIR109157,UNIT003,NULL
3153253,850652,FIR109161,UNIT003,NULL
3153525,592947,FIR109200,UNIT003,NULL
3154409,1920523,FIR109210,UNIT003,NULL
3154787,1835607,FIR109252,UNIT003,NULL
3155875,1283281,FIR109262,UNIT003,NULL
3157426,984638,FIR109346,UNIT003,NULL
3158235,882467,FIR109350,UNIT003,NULL
3158511,773685,FIR109353,UNIT003,NULL
2647548,816455,FIR110094,UNIT003,NULL
2647651,996964,FIR110101,UNIT003,NULL
2647669,842760,FIR110128,UNIT003,NULL
2647967,1660499,FIR110169,UNIT003,12-12-2022
2648007,1659980,FIR110172,UNIT003,11-04-2022
2648007,1659981,FIR110172,UNIT003,11-04-2022
2648077,1549052,FIR110175,UNIT003,NULL
2648083,1574751,FIR110176,UNIT003,NULL
2648139,1567936,FIR110180,UNIT003,NULL
2648204,1550827,FIR110217,UNIT003,NULL
2648460,1641256,FIR110319,UNIT003,NULL
2648524,1566813,FIR110362,UNIT003,NULL
2648573,1521262,FIR110370,UNIT003,NULL
2648615,1671077,FIR110415,UNIT003,NULL
2648622,1513377,FIR110418,UNIT003,NULL
2648633,1539192,FIR110420,UNIT003,NULL
2648634,1728486,FIR110421,UNIT003,NULL
2648637,1628714,FIR110422,UNIT003,NULL
2648651,1725849,FIR110424,UNIT003,NULL
2648672,1623084,FIR110467,UNIT003,NULL
2648679,1624072,FIR110469,UNIT003,NULL
2649752,1729399,FIR110639,UNIT003,NULL
2650334,1691205,FIR110671,UNIT003,NULL
2650366,1612120,FIR110672,UNIT003,NULL
3162852,874783,FIR111847,UNIT003,NULL
3163867,552493,FIR111872,UNIT003,NULL
3165691,1822750,FIR111907,UNIT003,NULL
3165909,1830047,FIR111925,UNIT003,NULL
3165981,1892151,FIR111926,UNIT003,NULL
3166194,1776883,FIR111928,UNIT003,13-04-2024
3166809,1301730,FIR111951,UNIT003,NULL
2650868,1033291,FIR112008,UNIT003,NULL
2652405,948431,FIR112166,UNIT003,NULL
2652572,992343,FIR112171,UNIT003,NULL
2653130,807222,FIR112270,UNIT003,NULL
2653147,753606,FIR112273,UNIT003,NULL
2653214,1662413,FIR112277,UNIT003,NULL
2653683,1528548,FIR112379,UNIT003,NULL
2653716,1529739,FIR112422,UNIT003,NULL
2653724,1567340,FIR112423,UNIT003,NULL
2653746,1569945,FIR112427,UNIT003,NULL
2653845,1676908,FIR112499,UNIT003,25-07-2022
2653851,1633405,FIR112500,UNIT003,NULL
3313704,1425568,FIR114245,UNIT003,NULL
2653908,1539678,FIR114371,UNIT003,NULL
2654005,1531810,FIR114398,UNIT003,NULL
2654025,1625614,FIR114426,UNIT003,NULL
3170788,659763,FIR114481,UNIT003,NULL
3170877,549744,FIR114483,UNIT003,NULL
3172340,477082,FIR114543,UNIT003,NULL
3172562,513125,FIR114563,UNIT003,NULL
2654578,1699314,FIR114573,UNIT003,19-09-2022
3324922,1273337,FIR114590,UNIT003,10-07-2024
2655258,1593986,FIR114625,UNIT003,NULL
2655430,1628106,FIR114626,UNIT003,29-10-2021
2655563,1590431,FIR114629,UNIT003,NULL
2655996,1305006,FIR114636,UNIT003,NULL
3329236,1408074,FIR114941,UNIT003,NULL
2982682,1852937,FIR115845,UNIT003,NULL
2983309,1788993,FIR115849,UNIT003,NULL
2983434,1815539,FIR115850,UNIT003,NULL
2983932,1875782,FIR115889,UNIT003,NULL
2988454,1912706,FIR115960,UNIT003,NULL
2990680,500918,FIR115998,UNIT003,NULL
2994717,1151507,FIR116104,UNIT003,NULL
2996158,625749,FIR116149,UNIT003,NULL
2998063,201692,FIR116160,UNIT003,22-05-2024
3001743,776454,FIR116225,UNIT003,NULL
2996286,561912,FIR117857,UNIT003,NULL
2997304,481373,FIR117901,UNIT003,NULL
2448050,485580,FIR118335,UNIT003,NULL
2451464,1783851,FIR118349,UNIT003,13-09-2021
2453027,1053753,FIR118354,UNIT003,NULL
2453145,1180128,FIR118356,UNIT003,NULL
2453758,260743,FIR118362,UNIT003,09-09-2021
2454265,360107,FIR118363,UNIT003,25-07-2022
2457000,1251830,FIR118374,UNIT003,NULL
2457121,1220239,FIR118375,UNIT003,13-09-2021
2459591,393023,FIR118384,UNIT003,25-07-2022
2801699,480493,FIR119133,UNIT003,25-07-2022
2803005,983638,FIR119142,UNIT003,11-01-2023
2805925,793271,FIR119165,UNIT003,12-12-2022
2808508,918322,FIR119184,UNIT003,NULL
2809102,722015,FIR119193,UNIT003,NULL
2810422,614985,FIR119198,UNIT003,NULL
2810694,670029,FIR119201,UNIT003,11-01-2023
2811138,537145,FIR119205,UNIT003,11-01-2023
2811400,566443,FIR119209,UNIT003,11-01-2023
2811912,258316,FIR119215,UNIT003,25-07-2022
2815553,643072,FIR119233,UNIT003,11-01-2023
2816709,641198,FIR119244,UNIT003,12-12-2022
2816965,391482,FIR119247,UNIT003,11-01-2023
2818044,464720,FIR120031,UNIT003,11-01-2023
2819152,875751,FIR120036,UNIT003,NULL
2821594,682922,FIR120049,UNIT003,NULL
2822708,438723,FIR120059,UNIT003,26-07-2022
2822957,438220,FIR120060,UNIT003,11-01-2023
2824555,867013,FIR120070,UNIT003,NULL
2827844,260231,FIR120099,UNIT003,12-09-2022
2828507,263986,FIR120103,UNIT003,11-01-2023
2829228,105288,FIR120105,UNIT003,12-12-2022
2830645,1803779,FIR120116,UNIT003,NULL
2830863,1922492,FIR120120,UNIT003,NULL
2832156,1337339,FIR120128,UNIT003,12-09-2022
3176599,741772,FIR128622,UNIT003,NULL
3176888,555151,FIR128625,UNIT003,NULL
3177697,268061,FIR128664,UNIT003,NULL
3177734,252427,FIR128667,UNIT003,NULL
3178646,461362,FIR128682,UNIT003,NULL
3179657,144101,FIR128736,UNIT003,NULL
3179942,1827152,FIR128743,UNIT003,NULL
3180055,1821270,FIR128749,UNIT003,NULL
3180332,1837510,FIR128770,UNIT003,NULL
3181711,741335,FIR129949,UNIT003,NULL
3182048,539224,FIR129955,UNIT003,NULL
3182089,714788,FIR129957,UNIT003,NULL
3182130,506720,FIR129958,UNIT003,NULL
3182526,506726,FIR129961,UNIT003,NULL
3184915,162380,FIR129995,UNIT003,NULL
3185489,1792010,FIR130009,UNIT003,NULL
3187166,588392,FIR130851,UNIT003,NULL
3188073,344371,FIR130859,UNIT003,NULL
3188618,495851,FIR130868,UNIT003,NULL
3189202,278079,FIR130877,UNIT003,NULL
3189263,472600,FIR130878,UNIT003,NULL
3190490,1817573,FIR130904,UNIT003,NULL
3192343,519614,FIR131740,UNIT003,NULL
3192991,641252,FIR131755,UNIT003,NULL
3193068,686909,FIR131757,UNIT003,NULL
3193409,404342,FIR131761,UNIT003,NULL
3006874,1118182,FIR132041,UNIT003,NULL
3007729,839966,FIR132044,UNIT003,NULL
3012805,850388,FIR132073,UNIT003,NULL
3019225,1681370,FIR132102,UNIT003,NULL
3019944,1753968,FIR132105,UNIT003,NULL
3023064,948231,FIR132118,UNIT003,NULL
3023796,775906,FIR132121,UNIT003,NULL
2834279,857636,FIR132946,UNIT003,12-09-2022
2834821,145321,FIR132952,UNIT003,NULL
2835055,134307,FIR132956,UNIT003,11-01-2023
2836031,1758042,FIR132965,UNIT003,NULL
2836461,1814259,FIR132967,UNIT003,NULL
2837011,1232758,FIR132975,UNIT003,12-12-2022
2837842,1288377,FIR132981,UNIT003,NULL
2839641,901712,FIR133002,UNIT003,NULL
2839788,715858,FIR133003,UNIT003,12-09-2022
2840541,157565,FIR133013,UNIT003,12-12-2022
3029499,766085,FIR133640,UNIT003,NULL
3033872,1212013,FIR133655,UNIT003,NULL
3348511,205854,FIR134180,UNIT003,NULL
2656605,1005991,FIR0004,UNIT004,17-01-2022
2656812,1081648,FIR0008,UNIT004,NULL
2656875,1038617,FIR0010,UNIT004,11-04-2022
2656916,1066535,FIR0012,UNIT004,17-01-2022
2656956,1041743,FIR0013,UNIT004,11-04-2022
2657247,994593,FIR0025,UNIT004,NULL
2657281,860518,FIR0027,UNIT004,11-04-2022
2657363,973678,FIR0028,UNIT004,17-01-2022
2657553,853276,FIR0033,UNIT004,17-01-2022
2657599,969708,FIR0034,UNIT004,17-01-2022
2657614,958612,FIR0035,UNIT004,11-04-2022
2657629,908202,FIR0036,UNIT004,11-04-2022
2658075,842805,FIR0051,UNIT004,NULL
2658143,992011,FIR0054,UNIT004,17-01-2022
2658165,844592,FIR0058,UNIT004,17-01-2022
2658186,924719,FIR0059,UNIT004,17-01-2022
2658557,1559240,FIR0073,UNIT004,NULL
2658565,1553876,FIR0075,UNIT004,11-04-2022
2658619,1607861,FIR0081,UNIT004,11-04-2022
2658641,1581261,FIR0082,UNIT004,11-04-2022
2658648,1572592,FIR0084,UNIT004,17-01-2022
2658655,1704365,FIR0085,UNIT004,11-04-2022
2658709,1545334,FIR0086,UNIT004,17-01-2022
2658761,1556728,FIR0092,UNIT004,12-12-2022
2658950,1543808,FIR0104,UNIT004,02-01-2022
2659018,1531190,FIR0106,UNIT004,25-07-2022
2659109,1731223,FIR0112,UNIT004,11-04-2022
2659204,1673057,FIR0122,UNIT004,11-04-2022
2659212,1674234,FIR0123,UNIT004,11-04-2022
2659261,1633394,FIR0127,UNIT004,11-04-2022
2659276,1665073,FIR0128,UNIT004,11-04-2022
2659296,1623622,FIR0131,UNIT004,11-04-2022
2659317,1728083,FIR0135,UNIT004,11-04-2022
2659334,1664460,FIR0137,UNIT004,NULL
2464500,467939,FIR0893,UNIT004,11-04-2022
2467118,1847319,FIR0902,UNIT004,17-01-2022
2470340,63877,FIR0916,UNIT004,11-04-2022
2289102,1693533,FIR0928,UNIT004,18-01-2021
2471216,1882413,FIR0933,UNIT004,17-01-2022
2472933,1228442,FIR0937,UNIT004,30-10-2021
2473173,1416764,FIR0938,UNIT004,NULL
2474239,817673,FIR0959,UNIT004,25-08-2022
2475006,470677,FIR0960,UNIT004,11-04-2022
2476012,53243,FIR0964,UNIT004,NULL
2477741,1115484,FIR1000,UNIT004,12-12-2022
2477862,1120139,FIR1001,UNIT004,17-01-2022
2299146,1192197,FIR1015,UNIT004,19-10-2020
2301513,1548817,FIR1028,UNIT004,NULL
2481351,93888,FIR1048,UNIT004,NULL
2481973,1874909,FIR1050,UNIT004,30-10-2021
2482344,1767876,FIR1067,UNIT004,13-09-2021
2483677,1370501,FIR1074,UNIT004,30-10-2021
2484759,424134,FIR1077,UNIT004,11-04-2022
2294496,893268,FIR1678,UNIT004,NULL
2659350,1676525,FIR2671,UNIT004,11-04-2022
2659357,1620990,FIR2673,UNIT004,NULL
2659364,1671076,FIR2675,UNIT004,11-04-2022
2659371,1513874,FIR2677,UNIT004,25-07-2022
2659378,1507978,FIR2679,UNIT004,11-04-2022
2659385,1507520,FIR2680,UNIT004,25-07-2022
2659390,1624621,FIR2681,UNIT004,11-04-2022
2659393,1519162,FIR2682,UNIT004,11-04-2022
2659399,1720883,FIR2684,UNIT004,11-04-2022
2659402,1665061,FIR2685,UNIT004,17-01-2022
2659405,1621469,FIR2686,UNIT004,11-04-2022
2659408,1521773,FIR2687,UNIT004,11-04-2022
2659411,1724534,FIR2689,UNIT004,11-04-2022
2659414,1724523,FIR2690,UNIT004,11-04-2022
2659417,1519161,FIR2691,UNIT004,11-04-2022
2659420,1558503,FIR2692,UNIT004,25-07-2022
2659423,1621520,FIR2693,UNIT004,25-07-2022
2659426,1624068,FIR2694,UNIT004,11-04-2022
2659429,1699924,FIR2695,UNIT004,11-04-2022
2659435,1565109,FIR2696,UNIT004,11-04-2022
2659441,1623108,FIR2698,UNIT004,25-07-2022
2659451,1620989,FIR2701,UNIT004,25-07-2022
2659457,1625097,FIR2702,UNIT004,10-09-2022
2659458,1624105,FIR2703,UNIT004,25-07-2022
2659461,1527593,FIR2704,UNIT004,NULL
2659464,1555921,FIR2705,UNIT004,11-04-2022
2659467,1519158,FIR2706,UNIT004,25-07-2022
2662269,258464,FIR2726,UNIT004,25-07-2022
2664185,1787036,FIR2738,UNIT004,25-07-2022
2665199,1224814,FIR2743,UNIT004,25-07-2022
2665713,679599,FIR2745,UNIT004,25-07-2022
2666878,475832,FIR2751,UNIT004,11-04-2022
2667651,481329,FIR2756,UNIT004,11-04-2022
2668036,401972,FIR2758,UNIT004,25-07-2022
2668674,101325,FIR2762,UNIT004,11-04-2022
2672882,485071,FIR2782,UNIT004,10-09-2022
2674285,1825530,FIR2792,UNIT004,10-09-2022
2677563,701722,FIR2811,UNIT004,25-07-2022
2253888,450637,FIR4065,UNIT004,23-11-2020
2255820,1097891,FIR4137,UNIT004,19-10-2020
2257263,1001178,FIR4200,UNIT004,19-10-2020
2310846,382665,FIR4472,UNIT004,NULL
2312070,321005,FIR4482,UNIT004,NULL
2315499,1805398,FIR4502,UNIT004,NULL
2310644,354670,FIR4748,UNIT004,NULL
2316991,1856727,FIR5052,UNIT004,NULL
2485646,374039,FIR5358,UNIT004,17-01-2022
2488007,1872078,FIR5371,UNIT004,17-01-2022
2489089,1163389,FIR5376,UNIT004,30-10-2021
2490576,769884,FIR5384,UNIT004,11-04-2022
2490692,906978,FIR5385,UNIT004,NULL
2490923,826997,FIR5387,UNIT004,11-04-2022
2502215,1634027,FIR5433,UNIT004,30-10-2021
2503659,1387760,FIR5444,UNIT004,11-04-2022
2267585,1645350,FIR6262,UNIT004,21-05-2021
2265016,899750,FIR6403,UNIT004,NULL
2275857,960635,FIR6895,UNIT004,NULL
2276309,805592,FIR6913,UNIT004,NULL
2280521,1054078,FIR7087,UNIT004,NULL
2841995,1818497,FIR7148,UNIT004,25-07-2022
2844847,834110,FIR7174,UNIT004,12-12-2022
2845689,95100,FIR7179,UNIT004,12-12-2022
2845766,159418,FIR7180,UNIT004,NULL
2847501,1060837,FIR7189,UNIT004,NULL
2848867,858689,FIR7204,UNIT004,12-12-2022
2849314,756771,FIR7207,UNIT004,10-09-2022
2854028,1283999,FIR8051,UNIT004,25-07-2022
2854426,825038,FIR8055,UNIT004,10-09-2022
2855123,865251,FIR8064,UNIT004,13-03-2023
2856569,1764985,FIR8080,UNIT004,12-12-2022
2858713,1334947,FIR8102,UNIT004,25-07-2022
2861036,706981,FIR8127,UNIT004,10-09-2022
2861417,75847,FIR8132,UNIT004,12-12-2022
2862681,1902076,FIR8138,UNIT004,25-07-2022
2863373,1232759,FIR8150,UNIT004,NULL
2863766,1387239,FIR8155,UNIT004,12-12-2022
3036337,801868,FIR8945,UNIT004,NULL
3037241,1712768,FIR8950,UNIT004,NULL
3045352,87657,FIR8974,UNIT004,07-08-2023
3050422,1347049,FIR8988,UNIT004,10-03-2024
3054305,392760,FIR9012,UNIT004,07-08-2023
3195344,163488,FIR9877,UNIT004,NULL
3195797,1912045,FIR9895,UNIT004,07-08-2023
3198552,400733,FIR9940,UNIT004,NULL
3202911,520134,FIR10841,UNIT004,08-01-2024
3206434,1878541,FIR11701,UNIT004,NULL
3207982,741336,FIR11738,UNIT004,08-01-2024
3210524,179554,FIR12567,UNIT004,11-12-2023
3211332,198997,FIR12590,UNIT004,08-01-2024
2216770,1449232,FIR13616,UNIT004,30-10-2021
2219354,1564368,FIR13791,UNIT004,NULL
2219713,1584886,FIR15002,UNIT004,NULL
2326580,1170487,FIR16477,UNIT004,NULL
3215300,1050314,FIR15291,UNIT004,NULL
2507108,1692551,FIR17072,UNIT004,11-04-2022
2521583,373897,FIR17139,UNIT004,11-04-2022
3215612,1933806,FIR15369,UNIT004,06-07-2024
2513034,1530106,FIR17096,UNIT004,11-04-2022
2324080,179061,FIR16155,UNIT004,NULL
2334743,740473,FIR16932,UNIT004,19-10-2020
2515321,366560,FIR17108,UNIT004,30-10-2021
2504945,355857,FIR17059,UNIT004,25-07-2022
2323503,56740,FIR16149,UNIT004,NULL
2512469,1548561,FIR17094,UNIT004,11-04-2022
2325286,1762189,FIR16403,UNIT004,19-10-2020
2508673,1371548,FIR17081,UNIT004,30-10-2021
2505464,477062,FIR17063,UNIT004,11-04-2022
2333927,1077686,FIR16882,UNIT004,19-10-2020
2516253,326996,FIR17111,UNIT004,17-01-2022
2514683,1270263,FIR17104,UNIT004,17-01-2022
2865443,971107,FIR17960,UNIT004,25-07-2022
2866003,979529,FIR17967,UNIT004,12-12-2022
2866150,601611,FIR17970,UNIT004,10-09-2022
2868025,1928105,FIR17990,UNIT004,10-09-2022
2868511,1036239,FIR17994,UNIT004,10-09-2022
2870002,871417,FIR18009,UNIT004,10-09-2022
2870172,910613,FIR18011,UNIT004,12-12-2202
2870446,868658,FIR18015,UNIT004,10-09-2022
2871127,767890,FIR18022,UNIT004,NULL
2871471,711835,FIR18029,UNIT004,NULL
2872322,646357,FIR18037,UNIT004,25-07-2022
2872709,665519,FIR18047,UNIT004,NULL
2873413,1248582,FIR18056,UNIT004,NULL
2874573,374787,FIR18845,UNIT004,12-12-2022
2874740,436261,FIR18848,UNIT004,08-01-2024
2875104,229660,FIR18855,UNIT004,12-12-2022
2875339,315106,FIR18861,UNIT004,13-03-2023
2875778,249662,FIR18871,UNIT004,12-12-2022
2875893,27829,FIR18873,UNIT004,12-12-2022
2876299,89443,FIR18887,UNIT004,12-12-2022
2880922,350364,FIR19769,UNIT004,12-12-2022
2881180,296330,FIR19773,UNIT004,12-12-2022
2881415,1309838,FIR19776,UNIT004,10-09-2022
2881432,9456,FIR19777,UNIT004,12-12-2022
2881482,83924,FIR19779,UNIT004,10-09-2022
2881705,79887,FIR19782,UNIT004,NULL
2882460,1812260,FIR19804,UNIT004,NULL
2882854,656969,FIR19814,UNIT004,12-12-2022
2883163,655879,FIR19818,UNIT004,10-09-2022
3062428,1821703,FIR20645,UNIT004,NULL
3063990,1041240,FIR20657,UNIT004,17-12-2023
3070032,434202,FIR20690,UNIT004,NULL
3218115,1927070,FIR21674,UNIT004,09-10-2024
3218115,1927071,FIR21674,UNIT004,09-10-2024
3218529,1891163,FIR21700,UNIT004,NULL
3218798,1365682,FIR21710,UNIT004,NULL
3219655,1476895,FIR22428,UNIT004,08-01-2024
3220424,984442,FIR22492,UNIT004,NULL
3220561,1252818,FIR22512,UNIT004,NULL
3220896,1233583,FIR22578,UNIT004,NULL
3221335,1222924,FIR23423,UNIT004,NULL
3221362,1013635,FIR23428,UNIT004,NULL
3223908,1859172,FIR24228,UNIT004,NULL
3226240,1174118,FIR25185,UNIT004,NULL
3226455,1167382,FIR25229,UNIT004,NULL
3226606,1048750,FIR25260,UNIT004,NULL
3226679,975867,FIR25277,UNIT004,NULL
3226889,579707,FIR26038,UNIT004,07-07-2024
3226904,579244,FIR26044,UNIT004,NULL
3229418,1818509,FIR26239,UNIT004,08-01-2024
2341190,314274,FIR27915,UNIT004,NULL
3231038,843773,FIR27922,UNIT004,08-01-2024
2337594,1899810,FIR28121,UNIT004,21-03-9202
2337682,1075526,FIR28126,UNIT004,NULL
2347378,372025,FIR29201,UNIT004,NULL
3231942,1187651,FIR29686,UNIT004,NULL
2355348,1488681,FIR30220,UNIT004,NULL
2357835,48967,FIR30281,UNIT004,18-01-2021
2358003,1594,FIR30308,UNIT004,13-09-2021
2358888,1743244,FIR30327,UNIT004,30-10-2021
2358197,1532642,FIR31162,UNIT004,NULL
2883848,1321750,FIR31446,UNIT004,10-09-2022
2883961,1350980,FIR31447,UNIT004,23-05-2024
2884800,1326045,FIR31459,UNIT004,13-03-2023
2885138,342364,FIR31467,UNIT004,12-12-2022
2887574,1864293,FIR31528,UNIT004,NULL
2887895,1904207,FIR32341,UNIT004,08-01-2024
2887970,642311,FIR32343,UNIT004,10-09-2022
2888958,584331,FIR32355,UNIT004,10-09-2022
2889375,1340685,FIR32363,UNIT004,12-12-2022
2891624,231433,FIR32401,UNIT004,NULL
2891855,18846,FIR32408,UNIT004,12-12-2022
2892080,86685,FIR32414,UNIT004,12-12-2022
2892271,92274,FIR32419,UNIT004,12-12-2022
2892531,98154,FIR32428,UNIT004,12-12-2022
2892757,30962,FIR32433,UNIT004,08-01-2024
2893023,1809884,FIR33244,UNIT004,08-01-2024
2893341,716215,FIR33258,UNIT004,12-12-2022
2893785,665523,FIR33263,UNIT004,10-09-2022
2894035,585037,FIR33266,UNIT004,NULL
2894156,613106,FIR33267,UNIT004,12-12-2022
2894503,1248587,FIR33277,UNIT004,10-09-2022
2894907,1454198,FIR33283,UNIT004,NULL
2894907,1454199,FIR33283,UNIT004,NULL
2895568,1415200,FIR33296,UNIT004,07-08-2023
2896739,218558,FIR33322,UNIT004,12-12-2022
2896921,249667,FIR33329,UNIT004,NULL
2897239,50463,FIR33344,UNIT004,12-12-2022
2897579,94123,FIR33357,UNIT004,12-12-2022
3234381,1826034,FIR34183,UNIT004,10-03-2024
3236260,1383086,FIR34258,UNIT004,08-01-2024
3080846,315445,FIR34823,UNIT004,07-08-2023
3089576,159352,FIR34928,UNIT004,11-11-2023
3090405,153821,FIR34959,UNIT004,07-08-2023
3236928,1248518,FIR35989,UNIT004,NULL
3236955,1199020,FIR35994,UNIT004,NULL
3237283,1020966,FIR36057,UNIT004,NULL
2679354,260837,FIR36838,UNIT004,25-07-2022
2679421,356481,FIR36839,UNIT004,10-09-2022
2681510,101498,FIR36850,UNIT004,25-07-2022
2684560,1843329,FIR36865,UNIT004,25-07-2022
2686581,707532,FIR36879,UNIT004,25-07-2022
2686581,707533,FIR36879,UNIT004,25-07-2022
2686840,524837,FIR36880,UNIT004,13-03-2023
2688898,88640,FIR36889,UNIT004,25-07-2022
2689407,1830608,FIR36893,UNIT004,12-12-2022
2694451,110229,FIR36918,UNIT004,25-07-2022
2695594,1802732,FIR36928,UNIT004,25-07-2022
2695847,1881202,FIR36929,UNIT004,10-09-2022
2696100,1071327,FIR36931,UNIT004,12-12-2022
2696654,531589,FIR36933,UNIT004,25-07-2022
2697431,638479,FIR36936,UNIT004,12-12-2022
2698076,306916,FIR36941,UNIT004,25-07-2022
2699103,126553,FIR36947,UNIT004,11-04-2022
2699358,145289,FIR36949,UNIT004,12-12-2022
2700248,1850970,FIR36955,UNIT004,10-09-2022
3237598,1930533,FIR37245,UNIT004,NULL
3237633,1185674,FIR37277,UNIT004,NULL
3237732,1158019,FIR37326,UNIT004,10-03-2024
3237782,1091941,FIR37367,UNIT004,NULL
3237817,632478,FIR37380,UNIT004,NULL
3241896,875718,FIR38716,UNIT004,08-01-2024
3242461,1197901,FIR39558,UNIT004,NULL
3242478,1051866,FIR39563,UNIT004,08-01-2024
3242530,1197898,FIR39575,UNIT004,NULL
3243043,1196124,FIR39711,UNIT004,10-03-2024
3246941,1476869,FIR40634,UNIT004,10-03-2024
3247684,918314,FIR41405,UNIT004,08-01-2024
3247974,1065689,FIR41444,UNIT004,08-01-2024
3248400,1229829,FIR42249,UNIT004,09-04-2024
3248485,1229825,FIR42272,UNIT004,NULL
3251387,1334671,FIR42518,UNIT004,07-08-2023
2362835,342519,FIR43249,UNIT004,NULL
2364732,1577050,FIR43328,UNIT004,NULL
2365844,555750,FIR43358,UNIT004,26-04-2021
2366115,722306,FIR43360,UNIT004,NULL
2368402,237429,FIR43384,UNIT004,18-01-2021
2368870,341636,FIR43461,UNIT004,18-01-2021
2363226,87861,FIR43904,UNIT004,NULL
2365136,1526473,FIR44456,UNIT004,NULL
