CaseMasterID,CASEChargesheetID,Fir_id,Unit_id,Dispose_Date
3246007,1276497,FIR40584,UNIT005,NULL
3246261,1299245,FIR40595,UNIT005,09-10-2023
3246358,1491242,FIR40600,UNIT005,NULL
3246502,1427115,FIR40605,UNIT005,07-08-2023
3246527,1480975,FIR40607,UNIT005,08-01-2024
3246038,1461189,FIR40988,UNIT005,08-01-2024
3247158,1500356,FIR41350,UNIT005,08-01-2024
3247182,1284728,FIR41354,UNIT005,09-10-2023
3247375,930072,FIR41366,UNIT005,08-01-2024
3247427,880874,FIR41369,UNIT005,09-10-2023
3247862,1242433,FIR41430,UNIT005,08-01-2024
3247922,1167953,FIR41435,UNIT005,29-01-2024
3248066,1025599,FIR41464,UNIT005,08-01-2024
3248075,1170366,FIR41467,UNIT005,08-01-2024
3248129,1057166,FIR41480,UNIT005,NULL
3248129,1057166,FIR41480,UNIT005,15-04-2024
3248138,1168872,FIR41482,UNIT005,26-06-2024
3248156,1196872,FIR41486,UNIT005,08-01-2024
3248272,1163824,FIR41507,UNIT005,11-10-2024
3248319,1188616,FIR41514,UNIT005,NULL
3248394,1043983,FIR42246,UNIT005,08-01-2024
3248408,1165116,FIR42252,UNIT005,08-01-2024
3248630,1038759,FIR42310,UNIT005,08-01-2024
3251072,1785070,FIR42502,UNIT005,NULL
3252114,1259847,FIR43167,UNIT005,26-06-2024
3252827,988899,FIR43218,UNIT005,09-10-2023
2361468,1484519,FIR43232,UNIT005,17-01-2022
2361747,1353745,FIR43235,UNIT005,11-04-2022
2362322,343291,FIR43237,UNIT005,13-09-2021
2362371,380696,FIR43241,UNIT005,17-01-2022
2362608,390521,FIR43243,UNIT005,13-09-2021
2362700,368599,FIR43245,UNIT005,26-04-2021
2362790,469427,FIR43248,UNIT005,26-04-2021
2362879,413746,FIR43252,UNIT005,13-09-2021
2362923,260084,FIR43253,UNIT005,13-09-2021
2362967,499025,FIR43267,UNIT005,26-04-2021
2363183,66101,FIR43272,UNIT005,18-01-2021
2363430,71623,FIR43274,UNIT005,18-01-2021
2363507,62366,FIR43278,UNIT005,30-10-2020
3253018,774965,FIR43282,UNIT005,08-01-2024
3253033,918884,FIR43283,UNIT005,26-06-2024
2363966,38513,FIR43300,UNIT005,NULL
2364132,1727125,FIR43304,UNIT005,30-10-2021
3253221,1040226,FIR43319,UNIT005,07-08-2023
2364618,1531305,FIR43324,UNIT005,NULL
2364924,1597441,FIR43332,UNIT005,26-04-2021
2366831,1330024,FIR43369,UNIT005,13-09-2021
2367258,1353834,FIR43371,UNIT005,30-10-2021
2367604,1369641,FIR43376,UNIT005,06-12-2020
2368594,335635,FIR43386,UNIT005,26-04-2021
3253484,1032321,FIR44962,UNIT005,29-01-2024
3253503,1062113,FIR44966,UNIT005,09-10-2023
3253895,1071308,FIR45054,UNIT005,08-01-2024
3253921,1089126,FIR45060,UNIT005,NULL
3253998,1035647,FIR45078,UNIT005,12-08-2024
3254042,1175194,FIR45088,UNIT005,NULL
3254064,1195011,FIR45091,UNIT005,NULL
3254184,524457,FIR45124,UNIT005,26-06-2024
3254202,623056,FIR45125,UNIT005,NULL
3254203,598080,FIR45126,UNIT005,NULL
3254225,519337,FIR45128,UNIT005,15-04-2024
3254241,724023,FIR45129,UNIT005,10-03-2024
3254251,635384,FIR45130,UNIT005,29-01-2024
3254258,631627,FIR45131,UNIT005,NULL
3254282,632688,FIR45132,UNIT005,04-09-2024
3254284,559412,FIR45133,UNIT005,NULL
3254302,719686,FIR45135,UNIT005,15-04-2024
3254303,692631,FIR45136,UNIT005,04-09-2024
2369470,95287,FIR45824,UNIT005,17-01-2022
2369624,94502,FIR45827,UNIT005,NULL
2369770,62531,FIR45829,UNIT005,18-01-2021
2369875,94203,FIR45831,UNIT005,NULL
2370276,1669389,FIR45833,UNIT005,NULL
2370493,1650297,FIR45838,UNIT005,26-04-2021
2370523,1708182,FIR45839,UNIT005,17-01-2022
2370867,1675275,FIR45841,UNIT005,17-01-2022
2371058,1597687,FIR45845,UNIT005,NULL
2372706,680564,FIR45866,UNIT005,13-09-2021
2373650,1489857,FIR45874,UNIT005,26-04-2021
2373968,1415658,FIR45877,UNIT005,26-04-2021
2375721,1293071,FIR45892,UNIT005,13-09-2021
2379563,54607,FIR46732,UNIT005,30-10-2021
2379604,57411,FIR46733,UNIT005,11-02-2021
2379849,55839,FIR46735,UNIT005,NULL
2380053,5328,FIR46737,UNIT005,NULL
2380568,83165,FIR46742,UNIT005,18-01-2021
2380616,55142,FIR46743,UNIT005,NULL
2380814,79099,FIR46747,UNIT005,NULL
2380961,83128,FIR46751,UNIT005,NULL
2382343,1628378,FIR46764,UNIT005,28-10-2021
2382952,1741406,FIR46770,UNIT005,18-01-2021
2383296,1591096,FIR46779,UNIT005,NULL
2383590,1711810,FIR46784,UNIT005,18-01-2021
2383733,1508406,FIR46787,UNIT005,NULL
2525069,1396077,FIR47625,UNIT005,13-09-2021
2526542,272016,FIR47630,UNIT005,17-01-2022
2529238,1561920,FIR47641,UNIT005,13-09-2021
2533217,133322,FIR47662,UNIT005,17-01-2022
2534281,1761544,FIR47667,UNIT005,17-01-2022
2535455,1493263,FIR47672,UNIT005,07-08-2023
2536791,954955,FIR47683,UNIT005,NULL
2537800,3692,FIR47691,UNIT005,17-01-2022
2543363,120882,FIR48523,UNIT005,09-10-2023
2545472,1425309,FIR48537,UNIT005,NULL
2547177,789437,FIR48551,UNIT005,30-10-2021
2548125,825362,FIR48556,UNIT005,13-03-2023
2549141,1819773,FIR48560,UNIT005,26-04-2021
2552045,888172,FIR48574,UNIT005,30-10-2021
2553013,878741,FIR48583,UNIT005,30-10-2021
2553555,921864,FIR48585,UNIT005,17-01-2022
2555089,1813058,FIR48597,UNIT005,17-01-2022
2556461,1492385,FIR48601,UNIT005,30-10-2021
2557964,820134,FIR48611,UNIT005,17-01-2022
2283797,1630027,FIR49418,UNIT005,NULL
2283905,1682681,FIR49421,UNIT005,18-01-2021
2284442,493453,FIR49423,UNIT005,30-10-2021
2285080,648487,FIR49427,UNIT005,NULL
2287296,1213963,FIR49435,UNIT005,30-10-2021
3370775,154354,FIR49440,UNIT005,04-09-2024
3374853,942419,FIR49511,UNIT005,26-06-2024
3376629,4044,FIR49531,UNIT005,04-09-2024
3379107,1492953,FIR49568,UNIT005,NULL
2898068,1911734,FIR50323,UNIT005,12-12-2022
2898068,1911735,FIR50323,UNIT005,12-12-2022
2898309,1894169,FIR50331,UNIT005,12-12-2022
2898399,1811259,FIR50334,UNIT005,07-08-2023
2898490,1893189,FIR50338,UNIT005,12-12-2022
2898699,659029,FIR50340,UNIT005,15-03-2023
2899494,1464126,FIR50351,UNIT005,12-12-2022
2900091,1501663,FIR50360,UNIT005,13-03-2023
2900302,1474687,FIR50364,UNIT005,12-12-2022
2900663,1325596,FIR50368,UNIT005,12-09-2022
2900726,1494372,FIR50370,UNIT005,13-03-2023
2901851,350411,FIR50393,UNIT005,12-12-2022
2902021,206129,FIR50400,UNIT005,NULL
2902352,12861,FIR50404,UNIT005,08-01-2024
2902577,108391,FIR50409,UNIT005,13-03-2023
2902658,63669,FIR51221,UNIT005,13-03-2023
2902917,98077,FIR51225,UNIT005,07-08-2023
2903001,107479,FIR51227,UNIT005,13-03-2023
2903028,83123,FIR51228,UNIT005,07-08-2023
2903254,44835,FIR51234,UNIT005,NULL
2903277,1818801,FIR51235,UNIT005,13-03-2023
2903464,1782616,FIR51245,UNIT005,13-03-2023
2903520,1905878,FIR51247,UNIT005,07-08-2023
2903628,1891652,FIR51254,UNIT005,09-10-2023
2903911,1781673,FIR51260,UNIT005,13-03-2023
2904064,680045,FIR51264,UNIT005,13-03-2023
2905518,1361387,FIR51285,UNIT005,12-12-2022
2906077,1415217,FIR51300,UNIT005,25-07-2022
2906228,236294,FIR51303,UNIT005,NULL
2906315,358011,FIR51305,UNIT005,07-08-2023
2906536,270294,FIR51309,UNIT005,13-03-2023
2906846,483306,FIR51318,UNIT005,07-08-2023
2907081,422383,FIR51326,UNIT005,07-08-2023
2907962,89109,FIR52130,UNIT005,NULL
2908134,93678,FIR52137,UNIT005,12-09-2022
2908501,10653,FIR52148,UNIT005,NULL
2908990,1888922,FIR52168,UNIT005,13-03-2023
2909061,1786906,FIR52171,UNIT005,08-01-2024
2909098,1889679,FIR52177,UNIT005,12-09-2022
2909269,1779377,FIR52180,UNIT005,04-09-2024
2909466,608202,FIR52184,UNIT005,NULL
2910166,1402062,FIR52193,UNIT005,13-03-2023
2911037,1295612,FIR52204,UNIT005,NULL
2911685,336449,FIR53022,UNIT005,07-08-2023
2911713,443502,FIR53024,UNIT005,07-08-2023
2912233,258591,FIR53035,UNIT005,13-03-2023
2912550,207343,FIR53046,UNIT005,13-03-2023
2913323,98983,FIR53069,UNIT005,12-12-2022
2913607,108870,FIR53076,UNIT005,25-07-2022
2913688,87255,FIR53081,UNIT005,07-08-2023
2913727,47391,FIR53082,UNIT005,07-08-2023
2914235,1893774,FIR53094,UNIT005,08-01-2024
2914382,1891363,FIR53103,UNIT005,07-08-2023
2914470,1889274,FIR53109,UNIT005,12-12-2022
2914484,1887765,FIR53110,UNIT005,08-01-2024
2914734,1802344,FIR53122,UNIT005,12-12-2022
2914756,1781208,FIR53123,UNIT005,12-12-2022
2914930,1888346,FIR53128,UNIT005,13-03-2023
2914946,1803387,FIR53922,UNIT005,NULL
2915031,1887512,FIR53926,UNIT005,12-12-2022
2915131,1809942,FIR53932,UNIT005,07-08-2023
2915139,1778563,FIR53933,UNIT005,13-03-2023
2915143,1855135,FIR53935,UNIT005,07-08-2023
2915180,1781574,FIR53936,UNIT005,12-12-2022
2915268,1808549,FIR53941,UNIT005,07-08-2023
2915306,1773922,FIR53946,UNIT005,07-08-2023
2915329,1886815,FIR53948,UNIT005,07-08-2023
2915386,1879108,FIR53954,UNIT005,09-10-2023
2915452,1926432,FIR53960,UNIT005,12-12-2022
2915452,1926433,FIR53960,UNIT005,12-12-2022
2915495,1880093,FIR53964,UNIT005,07-08-2023
2915534,1874476,FIR53969,UNIT005,07-08-2023
2915551,1770430,FIR53970,UNIT005,13-03-2023
2915554,1883027,FIR53971,UNIT005,NULL
2915566,1874095,FIR53972,UNIT005,NULL
2915578,1880033,FIR53973,UNIT005,12-12-2022
2915581,1873355,FIR53974,UNIT005,12-12-2022
2915587,1772549,FIR53975,UNIT005,13-03-2023
2915596,1770670,FIR53976,UNIT005,NULL
2915596,1770671,FIR53976,UNIT005,NULL
2915599,1875416,FIR53977,UNIT005,NULL
2915613,1410908,FIR53979,UNIT005,07-08-2023
2915626,1376150,FIR53980,UNIT005,13-03-2023
2915661,1403210,FIR53984,UNIT005,07-08-2023
2915744,1140109,FIR53998,UNIT005,13-03-2023
2915758,1404579,FIR54000,UNIT005,09-10-2023
2915765,1272764,FIR54002,UNIT005,13-03-2023
2915779,1317557,FIR54006,UNIT005,NULL
2915785,1419916,FIR54008,UNIT005,07-08-2023
2915794,1322702,FIR54010,UNIT005,NULL
2915797,1312353,FIR54011,UNIT005,13-03-2023
2915800,1369681,FIR54012,UNIT005,13-03-2023
2915803,1321830,FIR54013,UNIT005,09-10-2023
2915812,1219607,FIR54014,UNIT005,09-10-2023
2915821,1107283,FIR54015,UNIT005,07-08-2023
2915824,1235533,FIR54016,UNIT005,09-10-2023
2915827,1216831,FIR54017,UNIT005,08-01-2024
2915833,1402678,FIR54018,UNIT005,07-08-2023
2915843,1226015,FIR54021,UNIT005,07-08-2023
2915848,1325950,FIR54023,UNIT005,13-03-2023
2915853,1230446,FIR54024,UNIT005,12-12-2022
2915858,1209480,FIR54027,UNIT005,NULL
2915863,1076933,FIR54028,UNIT005,04-09-2024
2915878,1077896,FIR54031,UNIT005,NULL
2915888,1405931,FIR54033,UNIT005,07-08-2023
2915898,1077895,FIR54035,UNIT005,07-08-2023
2915903,1216830,FIR54038,UNIT005,07-08-2023
2915923,1165825,FIR54043,UNIT005,13-03-2023
2915968,1224482,FIR54053,UNIT005,09-10-2023
2915978,1208343,FIR54056,UNIT005,NULL
2915986,1136729,FIR54058,UNIT005,23-09-2023
2915989,1076520,FIR54059,UNIT005,09-10-2023
2915990,1228808,FIR54060,UNIT005,NULL
2915991,1167198,FIR54061,UNIT005,09-10-2023
2915993,1401394,FIR54062,UNIT005,09-10-2023
2915995,1165822,FIR54063,UNIT005,09-10-2023
2915997,1135864,FIR54064,UNIT005,NULL
2916000,1192720,FIR54065,UNIT005,08-01-2024
2916002,1136728,FIR54066,UNIT005,09-10-2023
2916004,1222349,FIR54067,UNIT005,07-08-2023
2916005,1202011,FIR54068,UNIT005,13-03-2023
2916007,1204551,FIR54069,UNIT005,07-08-2023
2916013,1010302,FIR54070,UNIT005,09-10-2023
2916016,1263619,FIR54071,UNIT005,13-03-2023
2920120,1887772,FIR54836,UNIT005,12-09-2022
2920192,1781177,FIR54837,UNIT005,08-01-2024
2920252,1888317,FIR54841,UNIT005,12-12-2022
2920265,1887389,FIR54842,UNIT005,13-03-2023
2920301,1891320,FIR54844,UNIT005,13-03-2023
2920376,1778594,FIR54850,UNIT005,07-08-2023
2920429,1904260,FIR54852,UNIT005,12-12-2022
2920438,1855629,FIR54853,UNIT005,13-03-2023
2920460,1884925,FIR54855,UNIT005,09-10-2023
2920619,1881881,FIR54861,UNIT005,12-09-2022
2920639,1778342,FIR54863,UNIT005,13-03-2023
2920652,1819438,FIR54865,UNIT005,12-12-2022
2920685,1885570,FIR54867,UNIT005,09-10-2023
2920728,1776102,FIR54872,UNIT005,13-03-2023
2920739,1775265,FIR54873,UNIT005,12-12-2022
2920750,1884746,FIR54874,UNIT005,13-03-2023
2920801,1881395,FIR54882,UNIT005,12-12-2022
2920810,1775693,FIR54884,UNIT005,07-08-2023
2920903,1772410,FIR54894,UNIT005,13-03-2023
2920929,1855663,FIR54898,UNIT005,13-03-2023
2921005,1423043,FIR54913,UNIT005,09-10-2023
2921060,1284281,FIR54924,UNIT005,07-08-2023
2921063,1472366,FIR54925,UNIT005,13-03-2023
2921064,1414545,FIR54926,UNIT005,08-01-2024
2921068,1282605,FIR54927,UNIT005,NULL
2921070,1312360,FIR54928,UNIT005,09-10-2023
2921074,1241150,FIR54929,UNIT005,09-10-2023
2921078,1311931,FIR54930,UNIT005,07-08-2023
2921079,1219610,FIR54931,UNIT005,07-08-2023
2921081,1403209,FIR54932,UNIT005,08-01-2024
2921084,1140550,FIR54933,UNIT005,NULL
2921088,1404117,FIR54934,UNIT005,08-01-2024
2921089,1409931,FIR54935,UNIT005,12-12-2022
2921096,1331781,FIR54936,UNIT005,07-08-2023
2921099,1471061,FIR54937,UNIT005,26-06-2024
2921100,1310865,FIR54938,UNIT005,NULL
2921101,1243269,FIR54939,UNIT005,NULL
2921103,1415926,FIR54940,UNIT005,NULL
2921105,1324128,FIR54941,UNIT005,08-01-2024
2921108,1312357,FIR54942,UNIT005,12-12-2022
2921111,1462621,FIR54943,UNIT005,NULL
2921114,1462622,FIR54944,UNIT005,13-03-2023
2921117,1404116,FIR54945,UNIT005,13-03-2023
2921118,1284280,FIR54946,UNIT005,09-10-2023
2921120,1324592,FIR54947,UNIT005,12-12-2022
2921124,1425327,FIR54948,UNIT005,07-08-2023
2921125,1241679,FIR54949,UNIT005,09-10-2023
2921129,1370147,FIR54950,UNIT005,12-08-2024
2921147,1368863,FIR54952,UNIT005,NULL
2921161,1232458,FIR54956,UNIT005,07-08-2023
2921168,1318941,FIR54958,UNIT005,10-03-2024
2921175,1135448,FIR54960,UNIT005,09-10-2023
2921242,1369243,FIR54975,UNIT005,13-03-2023
2921247,1322699,FIR54977,UNIT005,09-10-2023
2921252,1369679,FIR54978,UNIT005,NULL
2921292,1270509,FIR54983,UNIT005,07-08-2023
2921307,1013850,FIR54987,UNIT005,08-01-2024
2921312,1210972,FIR54990,UNIT005,07-08-2023
2921332,1414997,FIR54991,UNIT005,09-10-2023
2921337,1192722,FIR54993,UNIT005,12-08-2024
2921342,1134512,FIR54994,UNIT005,NULL
3098357,1302403,FIR55736,UNIT005,07-08-2023
3098448,679076,FIR55738,UNIT005,NULL
3099251,479897,FIR55743,UNIT005,07-08-2023
3099426,261277,FIR55745,UNIT005,02-10-2023
3101968,706311,FIR55763,UNIT005,07-08-2023
3104280,376392,FIR55777,UNIT005,07-08-2023
3106300,189142,FIR55788,UNIT005,09-10-2023
3108330,1396214,FIR55801,UNIT005,09-10-2023
3108699,1472577,FIR55802,UNIT005,08-01-2024
2701766,1036300,FIR58247,UNIT005,12-12-2022
2701987,1214185,FIR58250,UNIT005,12-12-2022
2704586,1475136,FIR58280,UNIT005,12-12-2022
2705314,1398842,FIR58282,UNIT005,13-03-2023
2705555,1344920,FIR58298,UNIT005,25-07-2022
2707703,1115214,FIR58317,UNIT005,13-03-2023
2709189,715448,FIR58323,UNIT005,12-12-2022
2711963,1310157,FIR58339,UNIT005,NULL
2712774,1178567,FIR58343,UNIT005,12-12-2022
2717041,1347034,FIR58366,UNIT005,NULL
2719555,900120,FIR58377,UNIT005,11-04-2022
2722095,1381313,FIR58400,UNIT005,NULL
2722214,1288829,FIR58401,UNIT005,07-08-2023
2722570,1322632,FIR58413,UNIT005,12-12-2022
3254353,716028,FIR59320,UNIT005,11-10-2024
3254363,629656,FIR59321,UNIT005,04-09-2024
3254364,573624,FIR59322,UNIT005,NULL
3254369,669252,FIR59323,UNIT005,NULL
3254374,582200,FIR59324,UNIT005,04-09-2024
3254379,721146,FIR59325,UNIT005,11-10-2024
3254386,526195,FIR59327,UNIT005,26-06-2024
3258544,413437,FIR59442,UNIT005,26-06-2024
2385242,1266502,FIR60234,UNIT005,18-01-2021
2385303,1455625,FIR60235,UNIT005,13-09-2021
2385716,1487900,FIR60241,UNIT005,13-08-2021
2385941,1501538,FIR60243,UNIT005,26-04-2021
2386772,235534,FIR60254,UNIT005,17-01-2022
2386959,434740,FIR60256,UNIT005,30-10-2021
2387359,475325,FIR60264,UNIT005,17-01-2022
2388203,87313,FIR60272,UNIT005,30-10-2021
2388469,1628631,FIR60276,UNIT005,26-04-2021
2388565,1682935,FIR60277,UNIT005,NULL
2389147,1599040,FIR60282,UNIT005,30-10-2021
2389256,1622701,FIR60284,UNIT005,NULL
2389310,1518164,FIR60285,UNIT005,26-04-2021
2389389,1741870,FIR60288,UNIT005,18-01-2021
2389567,1594216,FIR60294,UNIT005,NULL
2389641,1611964,FIR60295,UNIT005,NULL
2389665,1506413,FIR60296,UNIT005,16-08-2021
2389689,1713121,FIR60297,UNIT005,30-10-2021
2390204,679152,FIR60301,UNIT005,26-04-2021
2390606,732181,FIR60307,UNIT005,30-10-2021
2390672,596029,FIR60309,UNIT005,26-04-2021
2390803,1486874,FIR60311,UNIT005,18-01-2021
2392336,384132,FIR60325,UNIT005,26-04-2021
2392493,378900,FIR60328,UNIT005,18-01-2021
2392544,447500,FIR60330,UNIT005,13-09-2021
2393117,267825,FIR61131,UNIT005,26-04-2021
2393841,63672,FIR61141,UNIT005,NULL
2394236,46748,FIR61143,UNIT005,26-04-2021
2394304,78788,FIR61144,UNIT005,NULL
2395430,1599260,FIR61154,UNIT005,30-10-2021
2395482,1594611,FIR61156,UNIT005,NULL
2395609,1621152,FIR61160,UNIT005,26-04-2021
2395780,1703059,FIR61162,UNIT005,NULL
2395896,1050242,FIR61164,UNIT005,18-01-2021
2397096,1465004,FIR61173,UNIT005,13-09-2021
2397285,1272373,FIR61174,UNIT005,13-09-2021
2397347,1314155,FIR61175,UNIT005,13-09-2021
2397530,1405768,FIR61176,UNIT005,13-09-2021
2397767,1351246,FIR61178,UNIT005,26-04-2021
2397825,1301711,FIR61180,UNIT005,30-10-2021
2398273,282023,FIR61182,UNIT005,26-04-2021
2562712,1183997,FIR62027,UNIT005,17-01-2022
2564237,123251,FIR62034,UNIT005,17-01-2022
2567337,1453707,FIR62055,UNIT005,30-10-2021
2568334,987472,FIR62065,UNIT005,26-06-2024
2569124,769018,FIR62073,UNIT005,29-12-2021
2569934,138027,FIR62080,UNIT005,17-01-2022
2573054,867654,FIR62095,UNIT005,30-10-2021
2574262,1012577,FIR62103,UNIT005,29-12-2021
2401003,1589198,FIR62497,UNIT005,17-01-2022
2401368,1637177,FIR62594,UNIT005,NULL
2401503,1622196,FIR62595,UNIT005,30-10-2021
2402018,1176339,FIR62605,UNIT005,02-01-2021
2402129,1059639,FIR62634,UNIT005,NULL
2402656,1250732,FIR62639,UNIT005,17-01-2022
2402717,1119189,FIR62641,UNIT005,NULL
2402757,1117560,FIR62644,UNIT005,30-10-2021
2402892,1116677,FIR62671,UNIT005,30-10-2021
2403074,1130357,FIR62676,UNIT005,17-01-2022
2403207,1039174,FIR62681,UNIT005,17-01-2022
2403422,1176659,FIR62709,UNIT005,13-09-2021
2403435,1021808,FIR62710,UNIT005,30-10-2021
2403499,1176654,FIR62714,UNIT005,13-09-2021
2403511,1093242,FIR62715,UNIT005,18-01-2021
2403511,1093241,FIR62715,UNIT005,18-01-2021
2403523,1119673,FIR62716,UNIT005,18-01-2021
2403732,857923,FIR62748,UNIT005,30-10-2021
2403792,759037,FIR62751,UNIT005,26-04-2021
2403931,804348,FIR62755,UNIT005,19-10-2020
2404169,916764,FIR62785,UNIT005,30-10-2021
2404392,841824,FIR62824,UNIT005,NULL
2404432,873730,FIR62825,UNIT005,NULL
2404591,989178,FIR62907,UNIT005,26-04-2021
2404599,850855,FIR62908,UNIT005,NULL
2404635,774007,FIR62909,UNIT005,NULL
3394023,269247,FIR63996,UNIT005,04-08-2024
3400158,147628,FIR64132,UNIT005,12-08-2024
2921362,1134511,FIR64718,UNIT005,07-08-2023
2921372,1414994,FIR64721,UNIT005,NULL
2921403,1200955,FIR64724,UNIT005,07-08-2023
2921406,1364957,FIR64725,UNIT005,NULL
2921409,1270503,FIR64726,UNIT005,09-10-2023
2921697,1259820,FIR64730,UNIT005,NULL
2925464,1890436,FIR64749,UNIT005,12-12-2022
2925616,1886987,FIR64758,UNIT005,NULL
2925699,1859130,FIR64765,UNIT005,13-03-2023
2925716,1784668,FIR64767,UNIT005,13-03-2023
2926046,1853465,FIR64789,UNIT005,13-03-2023
2926062,1811328,FIR64791,UNIT005,12-12-2022
2926083,1888928,FIR64793,UNIT005,07-08-2023
2926106,1878608,FIR64797,UNIT005,07-08-2023
2926140,1888925,FIR64800,UNIT005,12-12-2022
2926151,1776500,FIR64801,UNIT005,09-10-2023
2926173,1810447,FIR64802,UNIT005,07-08-2023
2926216,1926940,FIR64804,UNIT005,13-03-2023
2926323,1774180,FIR64811,UNIT005,07-08-2023
2926448,1470592,FIR64837,UNIT005,08-02-2024
2926457,1377007,FIR64839,UNIT005,13-03-2023
2921357,1224046,FIR64862,UNIT005,NULL
2926652,1228300,FIR65628,UNIT005,07-08-2023
2926662,1134957,FIR65630,UNIT005,13-03-2023
2926667,1311441,FIR65633,UNIT005,07-08-2023
2926672,1137656,FIR65635,UNIT005,09-10-2023
2926697,1310375,FIR65637,UNIT005,13-03-2023
2926707,1219088,FIR65640,UNIT005,07-08-2023
2926722,1007610,FIR65643,UNIT005,09-10-2023
2926762,1262204,FIR65650,UNIT005,07-08-2023
2926767,1364959,FIR65653,UNIT005,07-08-2023
2926772,1225546,FIR65655,UNIT005,09-10-2023
2926777,1066297,FIR65656,UNIT005,07-08-2023
2927362,1237409,FIR65662,UNIT005,08-01-2024
2929573,730290,FIR65669,UNIT005,07-08-2023
2931122,1887443,FIR65687,UNIT005,13-03-2023
2931251,1885254,FIR65696,UNIT005,12-12-2022
2931363,1811811,FIR65699,UNIT005,NULL
2931515,1776106,FIR65709,UNIT005,08-01-2024
2931581,1810448,FIR65715,UNIT005,07-08-2023
2931586,1879550,FIR65716,UNIT005,09-10-2023
2931598,1883273,FIR65717,UNIT005,07-08-2023
2931712,1864952,FIR65729,UNIT005,09-10-2023
2931725,1881917,FIR65730,UNIT005,13-03-2023
2931741,1879294,FIR65733,UNIT005,12-12-2022
2931744,1770429,FIR65734,UNIT005,13-03-2023
2931747,1877173,FIR65736,UNIT005,13-03-2023
2931756,1777393,FIR65737,UNIT005,07-08-2023
2931759,1872091,FIR65738,UNIT005,12-12-2022
2931762,1848695,FIR65740,UNIT005,09-10-2023
2931765,1807905,FIR65741,UNIT005,07-08-2023
2931771,1874472,FIR65742,UNIT005,13-03-2023
2931774,1775849,FIR65743,UNIT005,13-03-2023
2931780,1772548,FIR65744,UNIT005,13-03-2023
2931783,1806446,FIR65745,UNIT005,12-12-2022
2931786,1886279,FIR65746,UNIT005,12-12-2022
2931798,1871029,FIR65747,UNIT005,07-08-2023
2931805,1276079,FIR65749,UNIT005,23-09-2023
2931854,1377006,FIR65751,UNIT005,09-10-2023
2931863,1275447,FIR66517,UNIT005,12-12-2022
2931938,1403659,FIR66539,UNIT005,12-12-2022
2931952,1327835,FIR66541,UNIT005,07-08-2023
2931959,1274501,FIR66543,UNIT005,NULL
2931973,1232434,FIR66546,UNIT005,NULL
2931984,1310863,FIR66548,UNIT005,13-03-2023
2931987,1322701,FIR66549,UNIT005,09-10-2023
2931990,1219608,FIR66550,UNIT005,NULL
2931999,1275442,FIR66551,UNIT005,13-03-2023
2932043,1209003,FIR66553,UNIT005,07-08-2023
2932053,1219089,FIR66555,UNIT005,NULL
2932063,1225537,FIR66557,UNIT005,09-10-2023
2932078,1366740,FIR66558,UNIT005,09-10-2023
2932108,1209478,FIR66565,UNIT005,07-08-2023
2932118,1414999,FIR66570,UNIT005,07-08-2023
2932133,1203292,FIR66573,UNIT005,09-10-2023
2932158,1325487,FIR66579,UNIT005,NULL
2932168,1209474,FIR66583,UNIT005,13-03-2023
2932178,1325485,FIR66585,UNIT005,07-08-2023
2932185,1136730,FIR66587,UNIT005,13-03-2023
2932187,1209473,FIR66588,UNIT005,09-10-2023
2932188,1104271,FIR66589,UNIT005,09-10-2023
2932189,1320422,FIR66590,UNIT005,09-10-2023
2932190,1208344,FIR66591,UNIT005,NULL
2932191,1153224,FIR66592,UNIT005,09-10-2023
2932202,1192932,FIR66594,UNIT005,13-03-2023
2932212,1270502,FIR66595,UNIT005,NULL
2933414,891734,FIR66606,UNIT005,07-08-2023
2936490,1887545,FIR66631,UNIT005,29-01-2024
2936567,1887073,FIR66634,UNIT005,12-12-2022
2936581,1887204,FIR66636,UNIT005,07-08-2023
2936630,1886369,FIR66640,UNIT005,09-10-2023
2936731,1855134,FIR66646,UNIT005,12-12-2022
2936787,1775272,FIR66649,UNIT005,12-12-2022
2936797,1882400,FIR66650,UNIT005,12-12-2022
2936810,1775654,FIR66651,UNIT005,11-04-2022
2936925,1854064,FIR66658,UNIT005,13-03-2023
2936978,1886210,FIR66662,UNIT005,13-03-2023
2937036,1772991,FIR66665,UNIT005,12-12-2022
2937043,1777659,FIR66667,UNIT005,08-01-2024
2937048,1885786,FIR66668,UNIT005,13-03-2023
2937087,1776706,FIR67417,UNIT005,13-03-2023
2937169,1326935,FIR67432,UNIT005,07-08-2023
2937201,1331309,FIR67437,UNIT005,NULL
2937210,1470177,FIR67439,UNIT005,09-10-2023
2937296,1217493,FIR67443,UNIT005,13-03-2023
2937331,1275443,FIR67450,UNIT005,NULL
2937338,1321831,FIR67451,UNIT005,13-03-2023
2937397,1310032,FIR67470,UNIT005,13-10-2024
2937402,1135443,FIR67471,UNIT005,09-10-2023
2937422,1012768,FIR67477,UNIT005,09-10-2023
2937437,1467268,FIR67478,UNIT005,09-10-2023
2937457,1372954,FIR67483,UNIT005,07-08-2023
2937472,1226009,FIR67490,UNIT005,13-03-2023
2937502,1224049,FIR67498,UNIT005,09-10-2023
2937507,1226542,FIR67500,UNIT005,09-10-2023
2937522,1224047,FIR67504,UNIT005,07-08-2023
2937532,1263622,FIR67508,UNIT005,09-10-2023
